openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
1649950620000,40105.05000000,40197.69000000,40080.00000000,40089.27000000,197.53170000,1649950679999,7927233.19393570,2991,86.38133000,3466629.77073540,0
1649950680000,40097.63000000,40097.63000000,40044.00000000,40063.87000000,117.42442000,1649950739999,4705441.33152230,2048,37.83980000,1516177.45280490,0
1649950740000,40063.87000000,40148.34000000,40057.23000000,40098.61000000,67.05983000,1649950799999,2689969.95030170,1440,35.24929000,1413964.35190920,0
1649950800000,40098.60000000,40125.99000000,40090.35000000,40103.22000000,57.84934000,1649950859999,2320355.25622060,1004,29.56045000,1185567.91399990,0
1649950860000,40103.22000000,40117.50000000,40081.08000000,40115.43000000,39.85085000,1649950919999,1598172.16774510,757,18.53513000,743295.47608670,0
1649950920000,40115.43000000,40122.93000000,40044.68000000,40044.69000000,40.88267000,1649950979999,1638908.56747460,934,17.52192000,702360.36761680,0
1649950980000,40044.69000000,40067.13000000,39944.87000000,39999.94000000,258.59366000,1649951039999,10343565.87143550,4726,94.79023000,3791171.89817440,0
1649951040000,39999.95000000,40029.98000000,39956.89000000,39978.15000000,72.92128000,1649951099999,2916427.65261880,1395,27.00873000,1080167.21199250,0
1649951100000,39978.15000000,40037.48000000,39972.30000000,39972.30000000,120.02731000,1649951159999,4803064.64052180,1486,61.00888000,2441095.90436710,0
1649951160000,39972.31000000,40030.83000000,39936.31000000,39976.24000000,140.82110000,1649951219999,5629546.14029030,1853,69.45798000,2776373.89930970,0
1649951220000,39976.23000000,39986.13000000,39936.31000000,39962.71000000,73.73449000,1649951279999,2946359.62036920,1081,33.81490000,1351050.19612130,0
1649951280000,39962.71000000,40018.22000000,39946.41000000,40008.27000000,57.81836000,1649951339999,2311251.74465200,1010,35.07498000,1401981.38927330,0
1649951340000,40008.28000000,40019.10000000,39936.00000000,39936.00000000,65.31596000,1649951399999,2612290.09774010,1252,26.35804000,1053991.23647890,0
1649951400000,39936.00000000,39962.15000000,39927.20000000,39945.78000000,53.05102000,1649951459999,2119061.94538570,1032,25.33636000,1011955.27641080,0
1649951460000,39945.78000000,39984.33000000,39925.21000000,39971.57000000,53.18085000,1649951519999,2124564.22345440,891,31.30670000,1250460.84561020,0
1649951520000,39971.58000000,39971.60000000,39947.22000000,39950.01000000,53.71679000,1649951579999,2146619.43609270,756,18.19484000,727105.66779670,0
1649951580000,39950.01000000,39954.84000000,39930.64000000,39954.83000000,46.70159000,1649951639999,1865401.35928960,1042,23.62907000,943761.38681160,0
1649951640000,39954.84000000,39995.94000000,39954.83000000,39971.30000000,51.05043000,1649951699999,2041092.67728190,834,16.39326000,655385.72083500,0
1649951700000,39971.30000000,39981.92000000,39952.77000000,39970.81000000,41.96205000,1649951759999,1677295.78270950,857,24.93055000,996460.90924190,0
1649951760000,39970.81000000,39979.96000000,39939.03000000,39961.39000000,60.20639000,1649951819999,2405882.64570880,1228,31.09044000,1242308.83584120,0
1649951820000,39961.39000000,39987.48000000,39941.64000000,39977.16000000,55.13304000,1649951879999,2203452.24846480,981,29.68812000,1186412.15262380,0
1649951880000,39977.15000000,39977.16000000,39935.77000000,39953.27000000,56.81007000,1649951939999,2270062.28432630,817,21.20104000,846909.88650770,0
1649951940000,39953.26000000,39967.44000000,39935.97000000,39964.02000000,35.97429000,1649951999999,1437197.88685720,729,22.95327000,916905.12989850,0
1649952000000,39964.01000000,39969.03000000,39886.14000000,39915.39000000,176.12247000,1649952059999,7031978.13193110,2464,78.35169000,3127973.81079680,0
1649952060000,39915.40000000,39969.32000000,39913.96000000,39954.34000000,127.36403000,1649952119999,5086296.05992870,1264,80.94779000,3232007.56904000,0
1649952120000,39954.35000000,39989.24000000,39949.50000000,39987.13000000,79.68073000,1649952179999,3184954.49905290,1121,42.65905000,1704979.55560400,0
1649952180000,39987.13000000,40031.23000000,39987.12000000,40000.60000000,61.03646000,1649952239999,2441754.34352380,1288,42.24168000,1689768.84446900,0
1649952240000,40000.60000000,40000.61000000,39855.75000000,39905.13000000,128.51227000,1649952299999,5130842.26596200,2042,63.38026000,2529796.03362390,0
1649952300000,39905.12000000,39966.87000000,39876.18000000,39962.02000000,81.36736000,1649952359999,3247488.26116210,1251,49.53501000,1976678.77407070,0
1649952360000,39962.01000000,39969.01000000,39920.00000000,39963.02000000,46.09287000,1649952419999,1840849.67119650,708,20.44290000,816411.63616140,0
1649952420000,39963.02000000,39988.43000000,39946.25000000,39987.50000000,36.07349000,1649952479999,1441614.88615790,935,22.89646000,915007.23067480,0
1649952480000,39987.51000000,40000.00000000,39970.59000000,39999.99000000,24.69494000,1649952539999,987383.41165800,687,12.22861000,488927.57218710,0
1649952540000,40000.00000000,40012.49000000,39980.44000000,40007.20000000,90.25097000,1649952599999,3609918.15685520,823,43.99692000,1759736.35840530,0
1649952600000,40007.20000000,40069.00000000,40007.20000000,40039.99000000,57.93616000,1649952659999,2319648.06830860,1568,34.45271000,1379213.75763770,0
1649952660000,40040.00000000,40049.98000000,40003.61000000,40036.86000000,33.74975000,1649952719999,1350708.54304550,848,23.33522000,933846.03183780,0
1649952720000,40036.86000000,40039.51000000,40004.25000000,40004.26000000,16.73627000,1649952779999,669840.53594690,576,4.03704000,161567.88228760,0
1649952780000,40004.25000000,40014.57000000,39966.66000000,39968.89000000,36.53977000,1649952839999,1461274.86639870,768,13.43392000,537251.06384720,0
1649952840000,39968.88000000,39989.27000000,39956.88000000,39989.27000000,42.43135000,1649952899999,1696019.66050930,613,22.88369000,914675.45834040,0
1649952900000,39989.26000000,40016.07000000,39980.00000000,39980.00000000,34.55741000,1649952959999,1382359.44947300,725,22.53631000,901483.70392410,0
1649952960000,39980.01000000,39993.36000000,39962.72000000,39989.34000000,18.00588000,1649953019999,719781.68323610,603,11.19670000,447561.90089030,0
1649953020000,39989.34000000,39989.34000000,39960.00000000,39966.29000000,20.04689000,1649953079999,801284.73152530,624,13.49414000,539351.74202850,0
1649953080000,39966.29000000,39966.29000000,39895.01000000,39914.52000000,57.41471000,1649953139999,2292545.91827170,1208,17.57180000,701570.94875220,0
1649953140000,39914.51000000,39945.22000000,39914.51000000,39929.94000000,60.07174000,1649953199999,2398481.89601460,755,28.77119000,1148763.68752290,0
1649953200000,39929.94000000,40000.00000000,39929.94000000,39971.06000000,88.50868000,1649953259999,3536923.59086390,1017,54.12915000,2162523.01822140,0
1649953260000,39971.06000000,39971.06000000,39923.90000000,39957.48000000,58.14012000,1649953319999,2322085.20991820,854,27.02290000,1079136.52799680,0
1649953320000,39957.48000000,39960.00000000,39912.50000000,39914.04000000,16.70451000,1649953379999,667021.20847470,652,6.57086000,262401.14987630,0
1649953380000,39914.04000000,39940.63000000,39912.05000000,39930.14000000,27.12722000,1649953439999,1083055.27038590,587,20.51792000,819154.54145240,0
1649953440000,39930.14000000,39969.29000000,39930.14000000,39969.28000000,31.67483000,1649953499999,1265273.37221820,643,19.05017000,760892.71431450,0
1649953500000,39969.29000000,39970.00000000,39937.49000000,39965.17000000,28.50432000,1649953559999,1138970.87325480,666,10.52666000,420612.40510080,0
1649953560000,39965.16000000,39965.17000000,39944.20000000,39955.01000000,41.05761000,1649953619999,1640390.20041410,724,29.44166000,1176247.20517200,0
1649953620000,39955.00000000,39955.01000000,39928.09000000,39939.53000000,22.93830000,1649953679999,916128.31288770,571,10.29554000,411124.19529030,0
1649953680000,39939.53000000,39939.53000000,39891.84000000,39919.99000000,61.66153000,1649953739999,2461118.71952010,931,30.48913000,1216752.63965790,0
1649953740000,39920.00000000,39940.04000000,39915.00000000,39940.03000000,32.12194000,1649953799999,1282500.17298250,606,20.29164000,810104.16451080,0
1649953800000,39940.03000000,39976.00000000,39940.03000000,39964.01000000,32.35493000,1649953859999,1292997.91277840,848,21.45669000,857448.25658490,0
1649953860000,39964.01000000,39978.97000000,39964.01000000,39966.13000000,15.29460000,1649953919999,611282.74907440,495,6.62198000,264656.70819560,0
1649953920000,39966.12000000,39972.64000000,39940.04000000,39940.04000000,18.47560000,1649953979999,738246.41804840,466,4.17157000,166690.06745080,0
1649953980000,39940.05000000,39940.05000000,39875.00000000,39883.16000000,99.33500000,1649954039999,3964385.11823850,1379,28.51752000,1137795.18920290,0
1649954040000,39883.15000000,39909.76000000,39881.72000000,39904.62000000,57.50574000,1649954099999,2294344.65373710,840,31.52648000,1257713.29314510,0
1649954100000,39904.62000000,39904.62000000,39811.18000000,39857.58000000,110.37364000,1649954159999,4398196.95965680,2128,54.87464000,2186280.29524310,0
1649954160000,39857.59000000,39861.38000000,39783.49000000,39799.89000000,125.05426000,1649954219999,4978240.20528270,2219,38.73606000,1541690.89682910,0
1649954220000,39799.88000000,39813.23000000,39793.46000000,39808.04000000,52.78845000,1649954279999,2101176.55464200,885,23.94816000,953127.01962180,0
1649954280000,39808.05000000,39849.99000000,39785.76000000,39849.98000000,139.98204000,1649954339999,5572454.23775780,1554,66.05826000,2629780.70504690,0
1649954340000,39849.98000000,39891.32000000,39800.01000000,39807.94000000,42.25355000,1649954399999,1683889.02016920,1208,14.94617000,595674.06671680,0
1649954400000,39807.94000000,39807.95000000,39772.58000000,39794.42000000,41.93498000,1649954459999,1668838.54044820,957,13.79158000,548804.23118190,0
1649954460000,39794.42000000,39827.16000000,39776.26000000,39809.46000000,61.23809000,1649954519999,2437239.47965900,1138,39.69805000,1579933.71089280,0
1649954520000,39809.45000000,39847.70000000,39796.30000000,39839.96000000,36.23945000,1649954579999,1442988.81218820,935,25.67051000,1022139.92561770,0
