openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
1649770080000,40530.00000000,40564.31000000,40517.23000000,40538.15000000,39.28002000,1649770139999,1592798.27838360,968,24.64164000,999309.43866880,0
1649770140000,40538.16000000,40538.16000000,40495.78000000,40536.92000000,36.08462000,1649770199999,1461997.45340590,905,19.10766000,774070.30157490,0
1649770200000,40536.93000000,40545.12000000,40462.16000000,40463.30000000,54.98460000,1649770259999,2226468.84953730,1191,31.68284000,1282999.01215680,0
1649770260000,40463.30000000,40506.58000000,40458.01000000,40458.02000000,47.29347000,1649770319999,1914019.31556070,1229,22.25110000,900472.10388820,0
1649770320000,40458.02000000,40489.23000000,40451.43000000,40454.63000000,87.11255000,1649770379999,3524828.30348090,1056,20.05200000,811377.18185160,0
1649770380000,40454.62000000,40461.68000000,40282.42000000,40314.75000000,236.15755000,1649770439999,9529278.22786710,3611,95.21177000,3841066.64633480,0
1649770440000,40314.75000000,40366.72000000,40250.00000000,40351.29000000,140.44171000,1649770499999,5659540.01651600,2007,80.67347000,3251227.23870170,0
1649770500000,40351.29000000,40373.02000000,40303.38000000,40321.19000000,80.29281000,1649770559999,3238515.27020060,1218,37.92616000,1529310.92489680,0
1649770560000,40321.39000000,40321.39000000,40250.01000000,40272.34000000,111.96211000,1649770619999,4509180.00360620,1532,59.52253000,2396761.24278320,0
1649770620000,40272.34000000,40316.75000000,40168.33000000,40174.23000000,233.03512000,1649770679999,9376724.13223510,3183,100.17366000,4030338.38298340,0
1649770680000,40174.24000000,40295.38000000,40154.99000000,40291.22000000,109.13235000,1649770739999,4390262.63875290,1960,53.28394000,2143370.42375990,0
1649770740000,40291.21000000,40339.68000000,40280.78000000,40306.24000000,125.86603000,1649770799999,5073053.33405620,1784,68.78086000,2771976.72436400,0
1649770800000,40306.24000000,40345.45000000,40229.10000000,40236.30000000,97.19360000,1649770859999,3914861.79589430,1327,57.83435000,2329533.95736700,0
1649770860000,40236.30000000,40244.68000000,40222.21000000,40234.64000000,66.95246000,1649770919999,2693697.36153690,911,33.05213000,1329708.44875970,0
1649770920000,40234.65000000,40278.00000000,40231.46000000,40246.56000000,57.27628000,1649770979999,2305772.70027810,1029,31.72399000,1277046.99785350,0
1649770980000,40246.57000000,40310.10000000,40246.56000000,40284.50000000,68.28135000,1649771039999,2750281.53366270,1163,27.68038000,1114827.08251740,0
1649771040000,40284.49000000,40372.47000000,40250.17000000,40360.56000000,119.40019000,1649771099999,4812515.95225840,1631,63.50549000,2559309.56066000,0
1649771100000,40360.55000000,40400.00000000,40320.78000000,40382.38000000,128.15189000,1649771159999,5172428.04230230,1734,68.31156000,2757121.85972430,0
1649771160000,40382.39000000,40432.23000000,40380.00000000,40408.66000000,138.65968000,1649771219999,5602245.74709910,1443,82.90753000,3349162.10385760,0
1649771220000,40408.65000000,40511.68000000,40408.65000000,40455.69000000,150.57823000,1649771279999,6095518.68052130,2037,97.95687000,3965143.99024820,0
