openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
20220324090000,42882.76000000,42940.99000000,42882.76000000,42910.44000000,90.35446000,20220324090059,3876492.01555160,1248,53.59753000,2299255.21046040,0
20220324090100,42910.45000000,42927.57000000,42867.40000000,42908.02000000,53.64110000,20220324090159,2300955.92624010,1027,23.44112000,1005459.59739500,0
20220324090200,42908.02000000,42968.52000000,42907.85000000,42936.22000000,64.49735000,20220324090259,2769772.83894790,1323,40.72497000,1748682.58880010,0
20220324090300,42936.22000000,42962.15000000,42936.21000000,42940.23000000,20.49193000,20220324090359,880054.95205410,672,10.90742000,468415.96302160,0
20220324090400,42940.23000000,42942.65000000,42921.28000000,42923.72000000,20.79513000,20220324090459,892817.96808530,672,10.70307000,459522.81112220,0
20220324090500,42923.71000000,42923.72000000,42863.03000000,42863.04000000,34.68287000,20220324090559,1487629.36957140,1014,15.50222000,664954.72583400,0
20220324090600,42863.03000000,42891.70000000,42803.17000000,42891.19000000,147.25091000,20220324090659,6308283.54033830,1996,81.30916000,3483439.78145680,0
20220324090700,42891.19000000,42908.30000000,42864.08000000,42878.02000000,109.83076000,20220324090759,4709747.40865250,1206,58.47868000,2507475.55843210,0
20220324090800,42878.02000000,42908.00000000,42874.82000000,42908.00000000,38.63348000,20220324090859,1657127.81282970,738,29.59411000,1269393.14589130,0
20220324090900,42908.28000000,42919.08000000,42869.60000000,42869.61000000,35.65191000,20220324090959,1529342.83362210,762,12.93515000,554941.22022510,0
20220324091000,42869.61000000,42869.61000000,42830.00000000,42832.34000000,36.98391000,20220324091059,1584566.31009360,700,25.42403000,1089225.92599570,0
20220324091100,42832.35000000,42944.24000000,42812.00000000,42928.60000000,73.53968000,20220324091159,3154401.05403720,1373,53.55357000,2297167.87433460,0
20220324091200,42928.59000000,42975.13000000,42928.59000000,42972.17000000,46.18311000,20220324091259,1983706.89583590,902,31.74096000,1363262.87506980,0
