openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
20220328210000,47252.54000000,47278.00000000,47250.62000000,47278.00000000,24.19980000,20220328210059,1143742.44943040,751,10.18276000,481250.95522100,0
20220328210100,47278.00000000,47298.90000000,47250.63000000,47250.64000000,28.48607000,20220328210159,1346899.07448570,839,10.04308000,474865.15027640,0
20220328210200,47250.64000000,47300.00000000,47243.00000000,47296.54000000,29.21220000,20220328210259,1380976.93780670,843,20.19502000,954634.47237040,0
20220328210300,47296.55000000,47310.01000000,47290.70000000,47309.99000000,39.86954000,20220328210359,1885788.47954300,1017,26.39562000,1248474.99096690,0
20220328210400,47310.00000000,47351.24000000,47309.99000000,47351.24000000,45.93198000,20220328210459,2173834.14898800,1051,28.90200000,1367745.80773780,0
20220328210500,47351.24000000,47353.73000000,47330.50000000,47348.94000000,27.91776000,20220328210559,1321659.95705390,827,13.95091000,660441.97913340,0
20220328210600,47348.94000000,47376.74000000,47347.70000000,47362.01000000,41.09219000,20220328210659,1946108.27608380,928,25.56005000,1210449.84768480,0
20220328210700,47362.00000000,47369.99000000,47313.53000000,47336.65000000,45.25694000,20220328210759,2142376.62257990,910,20.16727000,954506.05043620,0
20220328210800,47336.64000000,47336.65000000,47301.78000000,47301.78000000,26.28559000,20220328210859,1243685.13131030,970,5.42472000,256667.21861930,0
20220328210900,47301.79000000,47305.08000000,47291.62000000,47291.63000000,15.17425000,20220328210959,717706.85134800,593,6.22710000,294535.04037870,0
20220328211000,47291.62000000,47291.63000000,47291.60000000,47291.60000000,7.15460000,20220328211059,338352.61467080,488,2.67247000,126385.44262500,0
20220328211100,47291.61000000,47303.84000000,47290.00000000,47290.01000000,33.70319000,20220328211159,1594098.53181630,673,11.18203000,528852.64606590,0
20220328211200,47290.01000000,47290.01000000,47252.74000000,47256.42000000,28.86309000,20220328211259,1364331.36260400,896,9.55338000,451551.89564300,0
20220328211300,47256.42000000,47284.86000000,47256.41000000,47284.86000000,32.09301000,20220328211359,1517117.47603680,837,18.58297000,878464.02187090,0
20220328211400,47284.85000000,47288.47000000,47257.00000000,47261.54000000,26.66830000,20220328211459,1260590.07972210,653,7.22446000,341466.92900520,0
20220328211500,47261.53000000,47262.72000000,47259.42000000,47259.42000000,12.85581000,20220328211559,607585.32418350,605,4.37444000,206742.75375860,0
20220328211600,47259.42000000,47294.03000000,47259.42000000,47274.51000000,34.84496000,20220328211659,1647566.17227820,756,24.84179000,1174537.93965270,0
