openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
1649289600000,43170.47000000,43237.84000000,43133.20000000,43210.50000000,88.09909000,1649289659999,3804458.74018200,1689,51.23756000,2212038.76661300,0
1649289660000,43210.49000000,43231.42000000,43169.03000000,43218.09000000,65.15783000,1649289719999,2815295.95741230,1099,27.82436000,1202017.18225710,0
1649289720000,43218.09000000,43321.42000000,43196.05000000,43290.16000000,115.04688000,1649289779999,4979215.42250840,1661,62.37022000,2699122.88681610,0
1649289780000,43290.15000000,43291.62000000,43232.10000000,43289.92000000,64.80488000,1649289839999,2803599.30170570,1293,32.34939000,1399425.42000920,0
1649289840000,43289.93000000,43290.15000000,43262.72000000,43262.72000000,36.22325000,1649289899999,1567718.95193780,953,15.03191000,650560.50121360,0
1649289900000,43262.72000000,43288.05000000,43228.96000000,43241.73000000,35.42338000,1649289959999,1532095.25204150,965,22.51353000,973711.67655190,0
1649289960000,43241.72000000,43241.73000000,43180.00000000,43180.04000000,42.40560000,1649290019999,1831960.80708130,1078,7.80892000,337364.21171510,0
1649290020000,43180.03000000,43204.25000000,43170.38000000,43204.24000000,18.71953000,1649290079999,808240.04479760,756,8.57396000,370182.30102640,0
1649290080000,43204.24000000,43217.82000000,43172.45000000,43188.02000000,32.90695000,1649290139999,1421271.73634810,907,12.28702000,530671.55732440,0
1649290140000,43188.03000000,43202.25000000,43174.42000000,43197.25000000,22.35108000,1649290199999,965232.12028530,654,11.64159000,502742.97660650,0
1649290200000,43197.24000000,43329.71000000,43111.00000000,43306.14000000,98.08716000,1649290259999,4237414.77850990,2572,52.37316000,2261456.78994970,0
1649290260000,43306.14000000,43347.41000000,43243.02000000,43277.00000000,47.17595000,1649290319999,2043005.21917320,1262,19.95523000,863939.17906030,0
1649290320000,43276.99000000,43320.66000000,43232.13000000,43317.11000000,66.00671000,1649290379999,2856442.65856380,1153,36.33672000,1572138.23186520,0
1649290380000,43317.11000000,43347.41000000,43310.56000000,43339.95000000,41.14906000,1649290439999,1782789.28278360,936,25.26863000,1094705.80713140,0
1649290440000,43339.94000000,43387.01000000,43339.94000000,43376.03000000,35.27843000,1649290499999,1529838.47538450,918,22.05357000,956268.21855430,0
1649290500000,43376.02000000,43446.53000000,43367.51000000,43443.43000000,60.76628000,1649290559999,2637499.29696380,1184,44.04632000,1911525.04842700,0
1649290560000,43443.43000000,43494.83000000,43443.43000000,43454.20000000,43.72473000,1649290619999,1900676.90004690,1453,28.71969000,1248291.85775090,0
1649290620000,43454.20000000,43462.14000000,43411.33000000,43418.73000000,23.86789000,1649290679999,1036845.87629920,837,11.33091000,492209.50929220,0
1649290680000,43418.74000000,43418.74000000,43387.79000000,43390.80000000,23.60148000,1649290739999,1024398.34785450,783,10.44317000,453275.89384100,0
1649290740000,43390.79000000,43407.43000000,43361.02000000,43378.15000000,38.71447000,1649290799999,1679836.79607580,889,13.76576000,597261.23113100,0
1649290800000,43378.15000000,43428.14000000,43373.62000000,43401.44000000,26.30916000,1649290859999,1141845.02208190,945,13.27378000,576031.60531150,0
1649290860000,43401.43000000,43430.23000000,43394.15000000,43429.88000000,21.66298000,1649290919999,940395.65732250,713,8.71609000,378352.15984260,0
1649290920000,43429.87000000,43442.29000000,43421.94000000,43436.70000000,19.27512000,1649290979999,837253.76845390,540,9.53356000,414113.70478220,0
1649290980000,43436.70000000,43485.16000000,43436.70000000,43485.15000000,24.43316000,1649291039999,1062180.98259700,789,11.52299000,500892.99426470,0
1649291040000,43485.15000000,43488.45000000,43447.20000000,43476.32000000,25.42172000,1649291099999,1105086.90647890,644,13.12191000,570394.00817260,0
1649291100000,43476.32000000,43478.87000000,43433.59000000,43463.23000000,32.65257000,1649291159999,1419065.98461940,812,18.66659000,811262.30169010,0
1649291160000,43463.22000000,43463.23000000,43443.16000000,43454.98000000,18.53197000,1649291219999,805249.36953880,597,12.32439000,535503.14773570,0
1649291220000,43454.99000000,43461.25000000,43426.66000000,43428.18000000,9.82977000,1649291279999,426996.31813410,544,6.62369000,287713.15315400,0
1649291280000,43428.19000000,43463.42000000,43418.84000000,43456.91000000,11.12353000,1649291339999,483111.37077600,558,8.06613000,350328.88324000,0
1649291340000,43456.91000000,43478.86000000,43445.84000000,43454.10000000,26.41556000,1649291399999,1147977.79558810,786,17.14173000,744911.68262620,0
1649291400000,43454.09000000,43478.86000000,43418.94000000,43434.83000000,29.39444000,1649291459999,1277060.30340790,922,15.90557000,691033.18078670,0
1649291460000,43434.84000000,43487.61000000,43434.75000000,43487.60000000,32.92390000,1649291519999,1431129.04634340,820,23.91825000,1039607.87965520,0
1649291520000,43487.61000000,43552.27000000,43487.60000000,43545.33000000,68.06404000,1649291579999,2961945.60424610,1270,53.71816000,2337510.84725750,0
1649291580000,43545.33000000,43551.03000000,43510.91000000,43536.27000000,18.92919000,1649291639999,824023.33295610,749,9.98604000,434687.15142230,0
1649291640000,43536.26000000,43541.65000000,43512.82000000,43514.95000000,22.70931000,1649291699999,988393.49419670,639,10.49558000,456735.49547880,0
1649291700000,43514.96000000,43521.31000000,43500.91000000,43515.01000000,20.06408000,1649291759999,872901.83676190,648,11.20005000,487257.56517410,0
1649291760000,43515.01000000,43558.68000000,43515.00000000,43550.63000000,16.77847000,1649291819999,730675.32613780,648,8.70077000,378859.13094690,0
1649291820000,43550.62000000,43559.09000000,43515.01000000,43540.46000000,24.95609000,1649291879999,1086576.96305130,907,13.17299000,573527.02335860,0
1649291880000,43540.45000000,43541.08000000,43515.01000000,43535.87000000,15.73232000,1649291939999,684725.92710120,514,8.51149000,370420.43815600,0
1649291940000,43535.88000000,43536.11000000,43515.02000000,43518.76000000,16.14727000,1649291999999,702798.10287190,576,10.01002000,435689.16282970,0
1649292000000,43518.75000000,43518.76000000,43476.95000000,43486.08000000,24.13617000,1649292059999,1049914.91042240,642,3.22578000,140284.49849740,0
1649292060000,43486.07000000,43510.02000000,43486.07000000,43500.01000000,8.13017000,1649292119999,353637.83710920,409,5.05070000,219687.57317230,0
1649292120000,43500.00000000,43500.04000000,43488.23000000,43490.16000000,18.49778000,1649292179999,804633.86682550,411,5.71671000,248670.58679890,0
1649292180000,43490.16000000,43491.87000000,43472.21000000,43473.09000000,14.98200000,1649292239999,651393.07963020,544,7.95532000,345871.51285530,0
1649292240000,43473.09000000,43473.09000000,43401.39000000,43404.50000000,20.17835000,1649292299999,876377.62507720,860,7.32008000,317880.14283010,0
1649292300000,43404.51000000,43404.51000000,43347.41000000,43347.41000000,38.00697000,1649292359999,1648403.73981140,1048,5.60681000,243153.99108380,0
1649292360000,43347.42000000,43350.75000000,43323.32000000,43340.27000000,35.94315000,1649292419999,1557730.96930700,963,16.37128000,709458.17348890,0
